Market;Clase de coste;Período/Año;Brand family;Artículo;Production Center;Unidad Base UoM;Qty in Base UoM;GROSS SALES -TRADE;EXCISE TAXES;OTHER SVC;COS-PURC. CONS. AFF;COS - SVC CONV. COST;Moneda;Nº documento;EU AGRREMENT - SEIZED PROD COSTS (BELOW;Documento anulado;Posic.docum.anulada;Nº documento refer.;Fecha de factura;Clase de factura;Canal distribución;Cliente
CO04;;003.2026;ZYN;NP001338.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965609897;0,00;;;4062740882;5/3/26;ZF2;11;1497132
CO04;;003.2026;ZYN;NP001347.00;S5;CN;5;14,78;0,00;0,00;6,24;0,00;USD;965609898;0,00;;;4062740882;5/3/26;ZF2;11;1497132
CO04;;003.2026;ZYN;NP001346.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965609899;0,00;;;4062740882;5/3/26;ZF2;11;1497132
CO04;;003.2026;ZYN;NP001344.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965609900;0,00;;;4062740882;5/3/26;ZF2;11;1497132
CO04;;003.2026;III;DK005012.00;RD;BOX;2;42,65;0,00;0,00;52,73;0,00;USD;965609901;0,00;;;4062740882;5/3/26;ZF2;11;1497132
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965609902;0,00;;;4062740883;5/3/26;ZF2;11;1497171
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965609903;0,00;;;4062740883;5/3/26;ZF2;11;1497171
CO04;;003.2026;ZYN;NP001346.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965609904;0,00;;;4062740883;5/3/26;ZF2;11;1497171
CO04;;003.2026;III;DK005012.00;RD;BOX;2;42,65;0,00;0,00;52,73;0,00;USD;965609905;0,00;;;4062740883;5/3/26;ZF2;11;1497171
CO04;;003.2026;BLEND;ME006582.04;5J;TH;0,800;47,64;0,00;0,00;17,63;0,00;USD;965609907;0,00;;;4062740884;5/3/26;ZF2;11;1497184
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,007;41,40;0,00;0,00;13,10;0,00;USD;965609908;0,00;;;4062740884;5/3/26;ZF2;11;1497184
CO04;;003.2026;ZYN;NP001347.00;S5;CN;11;32,53;0,00;0,00;13,72;0,00;USD;965609909;0,00;;;4062740884;5/3/26;ZF2;11;1497184
CO04;;003.2026;ZYN;NP001344.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965609910;0,00;;;4062740884;5/3/26;ZF2;11;1497184
CO04;;003.2026;BLEND;ME006584.03;5J;TH;2;119,13;0,00;0,00;44,08;0,00;USD;965609916;0,00;;;4062740885;5/3/26;ZF2;11;1497196
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965609917;0,00;;;4062740885;5/3/26;ZF2;11;1497196
CO04;;003.2026;ZYN;NP001342.00;S5;CN;5;14,78;0,00;0,00;6,24;0,00;USD;965609918;0,00;;;4062740885;5/3/26;ZF2;11;1497196
CO04;;003.2026;ZYN;NP001344.00;S5;CN;9;26,61;0,00;0,00;11,23;0,00;USD;965609919;0,00;;;4062740885;5/3/26;ZF2;11;1497196
CO04;;003.2026;ZYN;NP001340.00;S5;CN;9;26,61;0,00;0,00;11,23;0,00;USD;965609920;0,00;;;4062740885;5/3/26;ZF2;11;1497196
CO04;;003.2026;BLEND;ME006584.03;5J;TH;0,800;47,65;0,00;0,00;17,63;0,00;USD;965609924;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965609925;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,002;11,83;0,00;0,00;3,74;0,00;USD;965609926;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;ZYN;NP001338.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965609927;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;ZYN;NP001339.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965609928;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;III;DK005010.00;RD;BOX;2;42,65;0,00;0,00;52,73;0,00;USD;965609929;0,00;;;4062740886;5/3/26;ZF2;11;1497186
CO04;;003.2026;III;DK005010.00;RD;BOX;2;42,65;0,00;0,00;52,73;0,00;USD;965609959;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA002008.00;RD;TH;0,002;23,65;0,00;0,00;8,73;0,00;USD;965609960;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA002009.00;RD;TH;0,005;59,14;0,00;0,00;21,83;0,00;USD;965609961;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,002;11,83;0,00;0,00;3,74;0,00;USD;965609962;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001345.00;S5;CN;12;35,48;0,00;0,00;14,97;0,00;USD;965609963;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001344.00;S5;CN;4;11,83;0,00;0,00;4,99;0,00;USD;965609964;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001342.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965609965;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001339.00;S5;CN;11;32,53;0,00;0,00;13,72;0,00;USD;965609966;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001341.00;S5;CN;8;23,65;0,00;0,00;9,98;0,00;USD;965609967;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;ZYN;NP001338.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965609968;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,007;41,40;0,00;0,00;13,10;0,00;USD;965609969;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,006;35,48;0,00;0,00;11,23;0,00;USD;965609970;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965609971;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001716.01;RD;TH;0,010;76,88;0,00;0,00;27,03;0,00;USD;965609972;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,007;53,82;0,00;0,00;18,92;0,00;USD;965609973;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965609974;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,009;69,19;0,00;0,00;24,33;0,00;USD;965609975;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;BLEND;ME006584.03;5J;TH;0,800;47,65;0,00;0,00;17,63;0,00;USD;965609976;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;BLEND;ME006582.04;5J;TH;1,200;71,47;0,00;0,00;26,45;0,00;USD;965609977;0,00;;;4062740888;5/3/26;ZF2;11;1497181
CO04;;003.2026;BLEND;ME006584.03;5J;TH;0,800;47,65;0,00;0,00;17,63;0,00;USD;965610002;0,00;;;4062740890;5/3/26;ZF2;11;1497185
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,002;15,38;0,00;0,00;5,41;0,00;USD;965610003;0,00;;;4062740890;5/3/26;ZF2;11;1497185
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,002;11,83;0,00;0,00;3,74;0,00;USD;965610004;0,00;;;4062740890;5/3/26;ZF2;11;1497185
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;53,20;16,43;0,00;8,82;0,00;USD;965610011;0,00;;;4062740892;5/3/26;ZF2;11;1127116
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;57,95;17,20;0,00;8,82;0,00;USD;965610012;0,00;;;4062740892;5/3/26;ZF2;11;1127116
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,600;79,22;24,07;0,00;13,22;0,00;USD;965610037;0,00;;;4062740894;5/3/26;ZF2;11;1127127
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,200;26,50;8,12;0,00;4,41;0,00;USD;965610038;0,00;;;4062740894;5/3/26;ZF2;11;1127127
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,98;8,60;0,00;4,41;0,00;USD;965610039;0,00;;;4062740894;5/3/26;ZF2;11;1127127
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;53,00;16,24;0,00;8,82;0,00;USD;965610044;0,00;;;4062740895;5/3/26;ZF2;11;1127305
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965610047;0,00;;;4062740896;5/3/26;ZF2;11;1127421
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,005;38,44;0,00;0,00;13,51;0,00;USD;965610048;0,00;;;4062740896;5/3/26;ZF2;11;1127421
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965610402;0,00;;;4062740900;5/3/26;ZF2;11;1131854
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,400;53,00;16,24;0,00;8,82;0,00;USD;965610463;0,00;;;4062740904;5/3/26;ZF2;11;1133308
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,200;26,40;8,02;0,00;4,41;0,00;USD;965610464;0,00;;;4062740904;5/3/26;ZF2;11;1133308
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1,600;211,24;64,19;0,00;35,26;0,00;USD;965610465;0,00;;;4062740904;5/3/26;ZF2;11;1133308
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,800;106,41;32,87;0,00;17,63;0,00;USD;965610466;0,00;;;4062740904;5/3/26;ZF2;11;1133308
CO04;;003.2026;TEREA;ME003390.06;5J;TH;1,600;211,24;64,19;0,00;35,26;0,00;USD;965610502;0,00;;;4062740910;5/3/26;ZF2;11;1489630
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;79,22;24,07;0,00;13,22;0,00;USD;965610503;0,00;;;4062740910;5/3/26;ZF2;11;1489630
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;26,61;8,22;0,00;4,41;0,00;USD;965612718;0,00;;;4062741136;5/3/26;ZF2;11;1660204
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,008;47,31;0,00;0,00;14,97;0,00;USD;965612723;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,008;47,31;0,00;0,00;14,97;0,00;USD;965612724;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,008;47,31;0,00;0,00;14,97;0,00;USD;965612725;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,008;47,31;0,00;0,00;14,97;0,00;USD;965612726;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,008;61,50;0,00;0,00;21,62;0,00;USD;965612727;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,008;61,50;0,00;0,00;21,62;0,00;USD;965612728;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,008;61,50;0,00;0,00;21,62;0,00;USD;965612729;0,00;;;4062741138;5/3/26;ZF2;11;1801959
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,005;38,44;0,00;0,00;13,51;0,00;USD;965612732;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,005;38,44;0,00;0,00;13,51;0,00;USD;965612733;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;53,20;16,43;0,00;8,82;0,00;USD;965612734;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;57,99;17,24;0,00;8,82;0,00;USD;965612735;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,005;38,44;0,00;0,00;13,51;0,00;USD;965612736;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965612737;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965612738;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965612739;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965612740;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965612743;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965612744;0,00;;;4062741139;5/3/26;ZF2;11;1802007
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,004;23,65;0,00;0,00;7,49;0,00;USD;965612752;0,00;;;4062741140;5/3/26;ZF2;11;1802010
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,004;23,65;0,00;0,00;7,49;0,00;USD;965612753;0,00;;;4062741140;5/3/26;ZF2;11;1802010
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;29,00;8,62;0,00;4,41;0,00;USD;965612754;0,00;;;4062741140;5/3/26;ZF2;11;1802010
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,004;23,65;0,00;0,00;7,49;0,00;USD;965612755;0,00;;;4062741140;5/3/26;ZF2;11;1802010
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;29,00;8,62;0,00;4,41;0,00;USD;965612756;0,00;;;4062741141;5/3/26;ZF2;11;1802017
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;53,20;16,43;0,00;8,82;0,00;USD;965612757;0,00;;;4062741141;5/3/26;ZF2;11;1802017
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;57,95;17,20;0,00;8,82;0,00;USD;965612758;0,00;;;4062741141;5/3/26;ZF2;11;1802017
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965612759;0,00;;;4062741141;5/3/26;ZF2;11;1802017
CO04;;003.2026;ZYN;NP001338.00;S5;CN;5;14,78;0,00;0,00;6,24;0,00;USD;965612762;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;57,99;17,24;0,00;8,82;0,00;USD;965612763;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,400;53,20;16,43;0,00;8,82;0,00;USD;965612764;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,005;38,44;0,00;0,00;13,51;0,00;USD;965612765;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965612766;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,002;15,38;0,00;0,00;5,41;0,00;USD;965612767;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,006;35,48;0,00;0,00;11,23;0,00;USD;965612768;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,002;11,83;0,00;0,00;3,74;0,00;USD;965612769;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,001;5,91;0,00;0,00;1,87;0,00;USD;965612770;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;57,95;17,20;0,00;8,82;0,00;USD;965612771;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,40;8,02;0,00;4,41;0,00;USD;965612772;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965612773;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,006;35,48;0,00;0,00;11,23;0,00;USD;965612774;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;ZYN;NP001347.00;S5;CN;5;14,78;0,00;0,00;6,24;0,00;USD;965612777;0,00;;;4062741142;5/3/26;ZF2;11;1802018
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;29,00;8,62;0,00;4,41;0,00;USD;965612778;0,00;;;4062741143;5/3/26;ZF2;11;1802049
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;26,61;8,22;0,00;4,41;0,00;USD;965612779;0,00;;;4062741143;5/3/26;ZF2;11;1802049
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,200;28,98;8,60;0,00;4,41;0,00;USD;965612782;0,00;;;4062741143;5/3/26;ZF2;11;1802049
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,40;8,02;0,00;4,41;0,00;USD;965612783;0,00;;;4062741143;5/3/26;ZF2;11;1802049
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,400;57,99;17,24;0,00;8,82;0,00;USD;965628830;0,00;;;4062741712;5/3/26;ZF2;11;1497162
CO04;;003.2026;ZYN;NP001342.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965628831;0,00;;;4062741712;5/3/26;ZF2;11;1497162
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965628836;0,00;;;4062741713;5/3/26;ZF2;11;1497164
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,004;23,65;0,00;0,00;7,49;0,00;USD;965628837;0,00;;;4062741713;5/3/26;ZF2;11;1497164
CO04;;003.2026;ZYN;NP001346.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965628838;0,00;;;4062741713;5/3/26;ZF2;11;1497164
CO04;;003.2026;ZYN;NP001344.00;S5;CN;6;17,74;0,00;0,00;7,49;0,00;USD;965628839;0,00;;;4062741713;5/3/26;ZF2;11;1497164
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965628840;0,00;;;4062741713;5/3/26;ZF2;11;1497164
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,600;79,81;24,65;0,00;13,22;0,00;USD;965628853;0,00;;;4062741715;5/3/26;ZF2;11;1127651
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965628854;0,00;;;4062741715;5/3/26;ZF2;11;1127651
CO04;;003.2026;TEREA;ME007933.02;5J;TH;0,400;57,95;17,20;0,00;8,82;0,00;USD;965628866;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965628867;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,001;5,91;0,00;0,00;1,87;0,00;USD;965628868;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,200;29,00;8,62;0,00;4,41;0,00;USD;965628869;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,001;7,69;0,00;0,00;2,70;0,00;USD;965628870;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965628871;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965628872;0,00;;;4062741717;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001232.02;RD;TH;-0,003;-23,06;0,00;0,00;-8,11;0,00;USD;965644928;0,00;;;4062746917;6/3/26;ZRE;11;1497122
CO04;;003.2026;VNU;MA001794.01;RD;TH;-0,003;-17,74;0,00;0,00;-5,61;0,00;USD;965644929;0,00;;;4062746917;6/3/26;ZRE;11;1497122
CO04;;003.2026;VNU;MA001796.01;RD;TH;-0,002;-11,83;0,00;0,00;-3,74;0,00;USD;965644930;0,00;;;4062746917;6/3/26;ZRE;11;1497122
CO04;;003.2026;ZYN;NP001340.00;S5;CN;-1;-2,96;0,00;0,00;-1,25;0,00;USD;965644931;0,00;;;4062746918;6/3/26;ZRE;11;1497183
CO04;;003.2026;ZYN;NP001339.00;S5;CN;-11;-32,53;0,00;0,00;-13,72;0,00;USD;965644932;0,00;;;4062746918;6/3/26;ZRE;11;1497183
CO04;;003.2026;TEREA;ME007515.03;5J;TH;-0,400;-57,99;-17,24;0,00;-8,82;0,00;USD;965644934;0,00;;;4062746919;6/3/26;ZRE;11;1497144
CO04;;003.2026;VNU;MA001794.01;RD;TH;-0,002;-11,83;0,00;0,00;-3,74;0,00;USD;965644935;0,00;;;4062746919;6/3/26;ZRE;11;1497144
CO04;;003.2026;VNU;MA001871.01;RD;TH;-0,002;-11,83;0,00;0,00;-3,74;0,00;USD;965644936;0,00;;;4062746919;6/3/26;ZRE;11;1497144
CO04;;003.2026;TEREA;ME008221.01;5J;TH;0,600;87,21;26,09;0,00;13,22;0,00;USD;965648138;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001871.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965648139;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME007933.02;5J;TH;1,400;202,83;60,20;0,00;30,86;0,00;USD;965648140;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001796.01;RD;TH;0,001;5,91;0,00;0,00;1,87;0,00;USD;965648141;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001795.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965648142;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001794.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965648143;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001799.01;RD;TH;0,003;17,74;0,00;0,00;5,61;0,00;USD;965648144;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VNU;MA001798.01;RD;TH;0,005;29,57;0,00;0,00;9,36;0,00;USD;965648145;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME007515.03;5J;TH;1;144,98;43,10;0,00;22,04;0,00;USD;965648146;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001232.02;RD;TH;0,001;7,69;0,00;0,00;2,70;0,00;USD;965648147;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001237.01;RD;TH;0,002;15,38;0,00;0,00;5,41;0,00;USD;965648148;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001235.01;RD;TH;0,004;30,75;0,00;0,00;10,81;0,00;USD;965648149;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;VEEV;MA001233.02;RD;TH;0,003;23,06;0,00;0,00;8,11;0,00;USD;965648150;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME003389.05;5J;TH;2,400;318,04;97,45;0,00;52,90;0,00;USD;965648151;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME007962.01;5J;TH;1,400;184,84;56,17;0,00;30,86;0,00;USD;965648152;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME003390.06;5J;TH;4,600;607,32;184,54;0,00;101,38;0,00;USD;965648153;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME003387.06;5J;TH;2,800;372,43;115,04;0,00;61,71;0,00;USD;965648154;0,00;;;4062741718;5/3/26;ZF2;11;1133312
CO04;;003.2026;TEREA;ME003387.06;5J;TH;0,200;26,61;8,22;0,00;4,41;0,00;USD;965648183;0,00;;;4062741719;5/3/26;ZF2;11;1127469
CO04;;003.2026;TEREA;ME007515.03;5J;TH;0,600;86,99;25,86;0,00;13,22;0,00;USD;965648204;0,00;;;4062741722;5/3/26;ZF2;11;1127647
CO04;;003.2026;ZYN;NP001341.00;S5;CN;2;5,91;0,00;0,00;2,50;0,00;USD;965648213;0,00;;;4062741724;5/3/26;ZF2;11;1643797
CO04;;003.2026;ZYN;NP001346.00;S5;CN;4;11,83;0,00;0,00;4,99;0,00;USD;965648214;0,00;;;4062741724;5/3/26;ZF2;11;1643797
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,400;52,81;16,05;0,00;8,82;0,00;USD;965648228;0,00;;;4062747226;5/3/26;ZF2;11;1126977
CO04;;003.2026;TEREA;ME003387.06;5J;TH;1,400;186,22;57,52;0,00;30,86;0,00;USD;965648234;0,00;;;4062747227;5/3/26;ZF2;11;1127035
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,800;105,62;32,09;0,00;17,63;0,00;USD;965648235;0,00;;;4062747227;5/3/26;ZF2;11;1127035
CO04;;003.2026;TEREA;ME007962.01;5J;TH;0,600;79,22;24,07;0,00;13,22;0,00;USD;965648236;0,00;;;4062747227;5/3/26;ZF2;11;1127035
CO04;;003.2026;TEREA;ME003389.05;5J;TH;0,800;106,01;32,48;0,00;17,63;0,00;USD;965648237;0,00;;;4062747227;5/3/26;ZF2;11;1127035
CO04;;003.2026;TEREA;ME003390.06;5J;TH;0,200;26,40;8,02;0,00;4,41;0,00;USD;965648242;0,00;;;4062747228;5/3/26;ZF2;11;1127653
CO04;;003.2026;TEREA;ME003390.06;5J;TH;-0,400;-52,81;-16,05;0,00;-8,82;0,00;USD;965648457;0,00;;;4062746919;6/3/26;ZRE;11;1497144
CO04;;003.2026;VEEV;MA001232.02;RD;TH;-0,003;-23,06;0,00;0,00;-8,11;0,00;USD;965648460;0,00;;;4062746920;6/3/26;ZRE;11;1497190
